,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Price in EUR
411,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1995,9.25,2.65,GRP,Switzerland,273,25149
414,Sport Boat,Faeton power boats,"Used boat,Unleaded",2006,7.3,2.75,GRP,Switzerland,485,26249
418,Cabin Boat,Nidelv power boats,"Used boat,Unleaded",1995,7.5,2.5,GRP,Switzerland,607,26260
419,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,Switzerland,187,26260
420,Fishing Boat,ERC power boats,new boat from stock,2020,5.3,2.0,GRP,Switzerland,198,26209
421,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2005,7.2,2.53,PVC,France,99,24000
422,Motor Yacht,Marex power boats,"Used boat,Diesel",1984,7.68,2.78,GRP,Germany,90,24000
424,Pilothouse,Jeanneau power boats,"Used boat,Diesel",1989,7.5,2.9,PVC,France,104,24000
425,Pilothouse,Bayliner power boats,"Used boat,Unleaded",2006,7.26,2.59,PVC,France,87,24000
427,"Classic,Pontoon Boat",Piantoni power boats,"Used boat,Unleaded",1968,5.65,2.05,Wood,Italy,143,24000
428,Pontoon Boat,Sciallino power boats,"Used boat,Diesel",1987,7.5,2.45,GRP,Italy,87,24000
429,"Classic,Motor Yacht",Storebro power boats,"Used boat,Unleaded",1961,7.25,2.25,Wood,Germany,199,24900
430,Motor Yacht,IMP Boats power boats,"Used boat,Unleaded",1990,8.0,2.5,GRP,Germany,84,24900
432,Sport Boat,Viko power boats,"Used boat,Unleaded",2017,6.1,2.5,GRP,Germany,138,24900
433,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,6.5,2.4,GRP,Italy,110,24900
434,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.42,GRP,Italy,69,24900
435,Cabin Boat,Formula power boats,"Used boat,Unleaded",1995,8.61,2.9,GRP,Spain,93,24900
436,Water ski,Correct Craft power boats,"Used boat,Unleaded",1995,5.0,2.0,GRP,Germany,260,24900
437,Motor Yacht,Bella power boats,Used boat,2008,6.5,2.42,GRP,Croatia,119,24900
439,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,"Used boat,Unleaded",1996,8.9,2.9,GRP,Italy,605,24900
441,Sport Boat,Faeton power boats,"Used boat,Unleaded",2002,7.39,2.66,GRP,Germany,100,24900
442,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,7.07,2.78,PVC,France,161,24900
443,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.05,2.42,GRP,Switzerland,48,24900
445,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1998,7.5,2.5,GRP,Italy,100,25000
446,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2007,6.66,2.64,PVC,France,103,25000
447,Bowrider,Glastron power boats,"Used boat,Unleaded",2007,6.0,2.0,PVC,Portugal,287,25000
449,Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,8.22,2.99,GRP,Italy,169,25000
450,Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,6.4,2.2,GRP,Italy,181,25000
451,Sport Boat,Saver power boats,Used boat,2001,7.45,2.64,GRP,Italy,94,25000
452,Sport Boat,Bayliner power boats,Used boat,1991,9.81,3.41,GRP,Slovenia,197,25000
457,Cabin Boat,Scand power boats,Used boat,1983,7.62,2.8,GRP,Netherlands,160,25000
458,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.65,2.5,GRP,Italy,271,25000
459,Launch,Campion power boats,"Used boat,Unleaded",2001,7.38,2.62,GRP,Spain,170,25000
460,Flybridge,Raffaelli power boats,"Used boat,Diesel",1979,10.6,3.6,GRP,Italy,231,25000
462,"Cabin Boat,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1996,8.05,2.59,Plastic,Switzerland,1136,28280
465,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1995,8.05,2.59,GRP,Germany,278,25900
467,Fishing Boat,Trophy power boats,"Used boat,Unleaded",2008,7.14,2.57,GRP,Slovenia,195,25900
469,Center console boat,Bayliner power boats,"new boat from stock,Unleaded",2018,6.0,2.0,PVC,France,80,25900
470,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.9,9.9,GRP,Germany,140,25900
471,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1987,8.26,2.57,GRP,Germany,321,25900
472,Sport Boat,Regal power boats,"Used boat,Unleaded",2007,6.7,2.5,PVC,France,165,25900
474,Motor Yacht,Draco power boats,"Used boat,Diesel",1991,6.77,2.28,GRP,Germany,187,25900
476,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,7.6,2.59,GRP,Germany,217,25900
477,Pontoon Boat,Saver power boats,new boat from stock,2020,6.6,2.45,GRP,Italy,94,26800
479,Pilothouse,Drago Boats power boats,"new boat from stock,Unleaded",2017,5.1,2.13,GRP,Switzerland,138,29189
480,Center console boat,Morningstar power boats,"new boat from stock,Unleaded",2019,4.98,2.0,Aluminium,Switzerland,173,29189
481,Water ski,Nautique power boats,"Used boat,Unleaded",1996,2.32,5.6,GRP,Switzerland,205,29189
482,Center console boat,Morningstar power boats,new boat from stock,2019,5.0,2.0,Aluminium,Switzerland,158,29189
483,Cabin Boat,Galaxy power boats,"Used boat,Unleaded",1990,8.1,2.45,GRP,Switzerland,654,29189
484,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,Italy,97,26700
486,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,Switzerland,137,26700
487,Deck Boat,Sessa power boats,new boat from stock,2020,6.1,2.33,GRP,Italy,224,26620
488,Bowrider,Clear power boats,"Used boat,Unleaded",2014,6.15,2.2,GRP,Switzerland,549,28785
489,Bowrider,Bella power boats,Display Model,2018,5.3,2.2,GRP,Switzerland,198,28987
491,Center console boat,Jeanneau power boats,new boat from stock,2020,6.77,2.48,GRP,Germany,55,26537
493,Fishing Boat,Linder power boats,"new boat from stock,Unleaded",2020,4.6,1.85,Aluminium,Switzerland,191,29795
494,Motor Yacht,Quicksilver power boats,"Used boat,Unleaded",2018,5.47,2.29,GRP,Rolle,304,29795
495,Cabin Boat,Carver power boats,"Used boat,Unleaded",1996,8.43,2.62,GRP,Switzerland,276,29795
496,Motor Yacht,Windy power boats,"Used boat,Unleaded",1989,9.1,3.0,GRP,Switzerland,457,29795
497,Hardtop,Bella power boats,"Used boat,Diesel",2002,6.3,2.25,Plastic,Switzerland,973,29795
501,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.07,2.12,GRP,Germany,56,27120
503,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.28,2.24,GRP,Switzerland,228,29492
504,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.8,3.3,GRP,Germany,128,27000
505,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1992,9.5,3.29,GRP,Italy,120,27000
508,Working Boat,Viking power boats,new boat from stock,2020,7.52,2.43,Aluminium,Germany,227,27900
509,Sport Boat,Sting power boats,new boat from stock,2016,6.08,2.37,GRP,Germany,111,27900
511,Pilothouse,Marinello power boats,new boat from stock,2018,6.5,2.48,GRP,Germany,308,27900
512,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.4,GRP,Italy,41,27900
514,Motor Yacht,Doral power boats,"Used boat,Unleaded",1991,8.25,2.89,GRP,Netherlands,131,27900
515,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,8.78,2.75,GRP,Germany,377,27900
517,Cabin Boat,Bella power boats,"Used boat,Diesel",2007,7.05,2.47,GRP,Germany,294,27900
519,"Classic,Sport Boat,Water ski",Boesch power boats,"Used boat,Unleaded",1983,5.7,2.2,Wood,Switzerland,511,30199
520,Offshore Boat,Seebold power boats,"Used boat,Unleaded",1992,7.75,2.48,GRP,Switzerland,359,30199
522,Sport Boat,Nidelv power boats,"Used boat,Diesel",2001,6.1,2.3,GRP,Switzerland,385,31310
525,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2020,6.43,2.5,PVC,France,27,28546
526,Working Boat,Viking power boats,new boat from stock,2020,7.65,2.48,Aluminium,Germany,252,28500
528,Sport Boat,Bayliner power boats,"Used boat,Diesel",1997,8.69,3.0,GRP,Croatia,169,28500
529,Sport Boat,ManÃ² power boats,"Used boat,Unleaded",2005,9.2,3.0,GRP,Italy,81,28500
530,Deck Boat,Marinello power boats,"Used boat,Unleaded",2012,5.8,2.29,GRP,Germany,93,28500
532,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1992,9.0,3.0,GRP,Croatia,143,28500
534,Cabin Boat,Maxum power boats,"Used boat,Unleaded",1993,7.2,2.5,GRP,baden,286,28500
535,Motor Yacht,Larson power boats,"Used boat,Unleaded",1998,8.83,3.04,GRP,Germany,241,28500
536,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,6.75,2.54,GRP,Italy,161,29000
537,Pontoon Boat,Seaswirl power boats,"Used boat,Diesel",2010,7.0,2.55,GRP,Italy,194,29000
538,Cabin Boat,Bella power boats,"Used boat,Diesel",2005,7.05,2.47,GRP,Netherlands,196,29000
540,Motor Yacht,Princess power boats,"Used boat,Diesel",1979,11.0,3.78,GRP,Croatia,314,29000
541,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2001,6.86,2.59,GRP,Italy,119,29000
543,Cabin Boat,Apreamare power boats,"Used boat,Diesel",1993,8.05,2.85,GRP,Italy,205,29000
544,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2000,7.57,2.59,GRP,Italy,64,29000
545,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1990,9.2,3.25,GRP,Italy,233,29000
546,Pilothouse,Polar Boats power boats,"Used boat,Diesel",1987,8.77,3.18,GRP,Germany,199,29000
548,Pilothouse,Faeton power boats,"Used boat,Unleaded",2000,7.9,2.8,PVC,Spain,87,29000
549,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2009,7.01,2.5,PVC,Belgium,393,29000
553,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",1992,7.85,2.47,PVC,France,100,29900
554,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,6.96,2.55,GRP,Donau,851,29900
555,Cabin Boat,Skarpnes power boats,Used boat,1984,9.1,3.3,GRP,Netherlands,94,29900
556,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1987,8.23,3.05,GRP,Germany,90,29900
558,Sport Boat,Saver power boats,"Display Model,Unleaded",2019,5.6,2.23,GRP,Germany,87,29800
559,Bowrider,Jeanneau power boats,"Used boat,Unleaded",2018,5.21,2.36,PVC,France,46,29800
560,Sport Boat,Nidelv power boats,"Used boat,Unleaded",2005,6.26,2.3,GRP,Germany,622,29800
562,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.07,2.12,GRP,Germany,102,29650
563,Sport Boat,Ranieri power boats,"Used boat,Unleaded",2018,5.65,2.2,GRP,Switzerland,288,32320
564,Motor Yacht,Regal power boats,"Used boat,Unleaded",1999,8.75,2.85,GRP,Denmark,382,28600
565,Sport Boat,Rancraft power boats,"Used boat,Unleaded",2001,7.5,2.59,GRP,Belgium,146,29500
566,Classic,Storebro power boats,"Used boat,Unleaded",1954,7.5,2.4,Wood,Germany,87,30000
568,Motor Yacht,Blumar power boats,"Used boat,Unleaded",2008,8.01,2.85,GRP,Italy,253,30000
569,Cabin Boat,Crownline power boats,"Used boat,Unleaded",1995,8.13,2.5,GRP,Germany,677,30000
570,"Classic,Sport Boat",Ilver power boats,"Used boat,Unleaded",1978,7.8,2.67,GRP,Netherlands,313,30000
571,Motor Yacht,Blohm + Voss power boats,"Used boat,Unleaded",1970,10.0,3.25,GRP,Germany,324,30000
572,Sport Boat,Arvor power boats,"Used boat,Diesel",2008,7.0,2.0,GRP,Croatia,87,30000
573,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2001,9.4,2.96,PVC,France,122,30000
574,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,9.0,3.0,GRP,Italy,234,30000
575,Sport Boat,Slepsk power boats,"Used boat,Electric",2010,5.87,2.32,GRP,Austria,144,30000
576,Pontoon Boat,Acroplast power boats,"Used boat,Electric",2015,7.8,2.5,GRP,France,137,30000
577,Motor Yacht,Wellcraft power boats,"Used boat,Diesel",1991,10.2,3.5,GRP,Italy,162,30000
580,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,5.5,2.34,PVC,France,69,30900
581,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1979,10.0,3.5,GRP,Germany,167,30900
582,Bowrider,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,Germany,65,30825
584,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.07,2.12,GRP,Germany,62,30820
585,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,Germany,71,30810
588,Cabin Boat,Hollandia power boats,"Used boat,Diesel",1991,10.3,3.3,Steel,Switzerland,576,33330
589,Hardtop,Hardy Marine power boats,"Used boat,Diesel",1996,8.38,3.2,PVC,Spain,131,33034
590,Bowrider,Bayliner power boats,"new boat on order,Unleaded",2020,5.7,2.26,GRP,Germany,136,30699
593,Motor Yacht,Regal power boats,"Used boat,Unleaded",1989,8.5,2.55,GRP,Lake,1033,33330
594,Fishing Boat,FÃ¼llemann power boats,new boat from stock,2018,6.03,1.9,GRP,Switzerland,164,33057
597,Sport Boat,Gobbi power boats,Unleaded,1996,8.73,2.98,GRP,Germany,64,32000
598,Sport Boat,Bayliner power boats,"Used boat,Diesel",1995,7.0,2.59,Carbon Fiber,Spain,150,32000
599,Cabin Boat,Bella power boats,Used boat,2005,6.5,2.42,GRP,Switzerland,535,34845
600,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2000,9.0,2.0,GRP,Croatia,295,31900
601,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2010,7.23,2.78,PVC,France,74,31900
602,Sport Boat,Cobalt power boats,"Used boat,Unleaded",1999,7.62,2.59,GRP,Germany,146,31900
603,Sport Boat,Larson power boats,"Used boat,Unleaded",2001,6.7,2.5,Plastic,Germany,225,31900
604,Bowrider,Galia power boats,"new boat from stock,Unleaded",2019,5.2,2.1,GRP,Switzerland,166,31830
605,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2002,6.99,2.76,PVC,United,105,34220
607,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,Switzerland,158,34683
609,Sport Boat,Ilver power boats,"Used boat,Unleaded",1984,10.8,3.1,GRP,Switzerland,280,34340
610,Trawler,Pedro power boats,Used boat,1982,8.6,2.8,Steel,Netherlands,146,32500
611,Pontoon Boat,Cantieri Nautici Ferrario power boats,"new boat from stock,Unleaded",2019,6.5,2.4,GRP,Italy,36,32500
613,Cabin Boat,Coverline power boats,"Used boat,Diesel",2006,7.6,2.5,GRP,Germany,175,32500
614,Runabout,AYROS power boats,new boat from stock,2019,6.99,2.55,GRP,Italy,81,32500
618,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1991,9.95,2.74,GRP,Germany,396,32500
622,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2002,8.76,3.0,PVC,Netherlands,212,32500
624,Center console boat,Pacific Craft power boats,"Used boat,Unleaded",2018,6.24,2.5,PVC,France,36,32490
625,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2007,7.3,2.55,PVC,Slovak,113,33000
626,Flybridge,Fiart Mare power boats,"Used boat,Diesel",1989,11.34,3.68,GRP,Italy,139,33000
628,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,5.79,2.46,PVC,France,74,33000
631,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.62,2.56,GRP,Greece,165,33000
632,Sport Boat,Antaris power boats,"Used boat,Unleaded",2008,7.0,2.0,GRP,Croatia,63,33000
633,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2012,7.23,2.78,PVC,France,101,33000
634,Sport Boat,IRON power boats,new boat on order,2020,6.52,2.44,GRP,Germany,87,33000
635,Center console boat,Ranieri power boats,"Used boat,Unleaded",2013,8.05,2.5,PVC,France,107,33000
636,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",2000,9.1,2.9,GRP,Italy,118,33000
637,"Sport Boat,Wakeboard/Wakesurf",MasterCraft power boats,"Used boat,Unleaded",2006,6.1,2.5,Carbon Fiber,Poland,596,33000
638,"Pilothouse,Sport Boat",Arvor power boats,"Used boat,Diesel",2012,7.3,2.78,GRP,Stralsund,267,33000
639,"Cabin Boat,Motor Yacht",Coverline power boats,"Used boat,Diesel",2004,8.39,2.39,GRP,Austria,403,33000
640,Sport Boat,Cranchi power boats,Used boat,2002,8.5,3.0,GRP,Italy,187,33000
641,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2017,5.72,2.4,PVC,Spain,75,34000
642,Deck Boat,Sunchaser power boats,Used boat,2019,6.17,2.5,Aluminium,Italy,80,34000
643,Sport Boat,ST power boats,"Used boat,Unleaded",2012,7.65,2.98,PVC,France,70,34000
644,Cabin Boat,Chaparral power boats,"Used boat,Diesel",1993,9.2,3.0,GRP,Germany,166,34000
645,Cabin Boat,Rinker power boats,"Used boat,Unleaded",2002,7.3,3.33,GRP,Rostock,395,34000
647,Cabin Boat,Maxum power boats,"Used boat,Unleaded",2005,7.92,2.59,GRP,Germany,284,34000
651,Sport Boat,Rio power boats,"Used boat,Unleaded",2005,7.9,2.55,GRP,Germany,248,33900
652,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1997,9.5,3.0,GRP,Germany,272,33900
653,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2004,8.0,2.0,GRP,Croatia,244,33900
654,Sport Boat,Rinker power boats,"Used boat,Unleaded",2000,8.46,2.76,GRP,Germany,249,33900
657,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,6.4,2.52,PVC,France,39,34900
658,Sport Boat,Saver power boats,"Used boat,Unleaded",2006,7.5,2.64,PVC,Spain,126,34900
659,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",2002,8.44,2.97,GRP,Germany,177,34900
660,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,7.45,2.5,GRP,Switzerland,301,34900
661,Pontoon Boat,Faeton power boats,"Used boat,Unleaded",2006,7.49,2.7,GRP,Italy,206,34900
662,Sport Boat,Maxum power boats,"Used boat,Unleaded",1998,9.0,3.0,GRP,Croatia,158,34900
663,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2007,7.0,2.0,PVC,Spain,103,34900
664,Fishing Boat,Osprey power boats,new boat from stock,2000,8.0,2.8,GRP,Netherlands,128,34900
665,Sport Boat,Galeon power boats,"Used boat,Unleaded",2012,6.82,2.51,PVC,Netherlands,93,34900
666,"House Boat,Motor Yacht",Pedro power boats,"Used boat,Diesel",1980,11.7,3.5,Steel,Italy,353,34900
668,Pilothouse,Jeanneau power boats,new boat from stock,2019,6.4,2.45,GRP,Switzerland,220,34828
669,Pontoon Boat,Saver power boats,"Display Model,Unleaded",2020,7.75,2.55,GRP,Italy,295,34800
670,Sport Boat,Crownline power boats,"Used boat,Diesel",1999,7.0,2.6,GRP,Germany,172,34800
671,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2004,7.92,2.44,GRP,Spain,162,35000
672,Sport Boat,Crownline power boats,Used boat,2009,6.83,2.59,GRP,Italy,160,35000
673,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,6.23,2.52,PVC,France,42,35000
674,Motor Yacht,Sea Ray power boats,Used boat,1990,9.3,3.2,GRP,Germany,158,35000
675,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1987,6.15,2.0,GRP,Turkey,51,35000
676,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2004,8.25,2.94,PVC,France,85,35000
678,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2003,8.35,2.95,PVC,France,69,35000
679,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2005,7.6,2.75,PVC,France,38,35000
681,Sport Boat,Cruisers Yachts power boats,"Used boat,Unleaded",1994,9.7,3.2,GRP,Germany,128,35000
682,Fishing Boat,San Remo power boats,"Used boat,Unleaded",2017,6.35,2.5,GRP,Portugal,92,35000
683,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1996,9.69,3.07,GRP,Italy,199,35000
684,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",1992,9.95,3.15,GRP,Netherlands,172,35000
686,Motor Yacht,Gillissen power boats,Used boat,1968,9.7,3.3,Steel,Netherlands,49,35000
687,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.34,GRP,Germany,48,35499
688,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.94,2.4,GRP,Germany,40,35450
689,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.56,2.26,PVC,France,27,35419
690,Sport Boat,Gropp power boats,"new boat from stock,Unleaded",2020,6.9,1.78,Aluminium,Switzerland,106,35400
691,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,5.7,2.26,GRP,Germany,131,35250
692,Pilothouse,Quicksilver power boats,"Used boat,Unleaded",2016,5.75,2.54,PVC,France,114,35200
693,Pilothouse,Quicksilver power boats,Used boat,2016,5.75,2.54,PVC,France,93,35200
695,Motor Yacht,Tullio Abbate power boats,"Used boat,Unleaded",1998,11.5,2.85,GRP,Switzerland,355,38380
696,Deck Boat,Harris FloteBote power boats,"Used boat,Unleaded",2007,7.3,2.59,Aluminium,Switzerland,325,38380
697,Sport Boat,Rinker power boats,"Used boat,Unleaded",2002,7.16,2.59,GRP,Switzerland,486,38380
698,Runabout,Boesch power boats,"Used boat,Unleaded",1992,5.3,2.14,Wood,Switzerland,320,38380
699,Sport Boat,Colombo power boats,"Used boat,Unleaded",2004,6.94,2.27,GRP,Switzerland,915,38380
702,Sport Boat,Bella power boats,new boat from stock,2019,6.58,2.38,GRP,Switzerland,283,38329
704,Center console boat,Jeanneau power boats,new boat from stock,2020,7.74,2.52,GRP,Germany,65,36414
